age,income,expenses,savings,debt,risk_tolerance,savings_rate,expense_ratio,debt_ratio,financial_segment,risk_encoded,cluster
35,44210,85721,62021,29809,Low,1.402872653245872,1.9389504636959964,0.6742592173716354,,0,2
52,46456,86312,24800,34552,Medium,0.53383847081109,1.85793008438092,0.7437575340106768,High Saver,1,0
39,61367,74766,68400,3786,Low,1.1146055697687682,1.2183421056919843,0.0616943960108853,,0,2
28,84624,27449,34437,21650,Medium,0.4069412932501418,0.3243642465494422,0.2558375874456419,High Saver,1,1
31,40106,71699,51675,28706,Low,1.2884605794644193,1.787737495636563,0.7157532538772253,,0,2
28,133493,61092,24942,9190,Medium,0.1868412575940311,0.4576419737364506,0.0688425610331627,Low Saver,1,1
54,98008,78671,25862,38196,Medium,0.2638764182515713,0.8026997796098277,0.3897232878948657,Medium Saver,1,0
44,145395,25350,16669,39449,Medium,0.1146463083324736,0.1743526256061075,0.2713229478317686,Low Saver,1,1
42,146492,83487,58772,39661,Low,0.4011959697457881,0.5699082543756656,0.2707383338339295,High Saver,0,2
40,102240,32622,20916,29709,Medium,0.2045774647887324,0.3190727699530516,0.290580985915493,Medium Saver,1,1
40,94315,85263,15878,45429,Medium,0.1683507395430207,0.904023750198802,0.4816731166834543,Low Saver,1,0
57,99249,68117,7985,14892,High,0.0804542111255529,0.6863242954588963,0.1500468518574494,Low Saver,2,0
50,100587,73394,78648,9643,Low,0.781890303916013,0.7296569139153171,0.0958672591885631,High Saver,0,2
39,40756,38782,46235,9943,Low,1.1344341937383453,0.9515654136814212,0.2439640789086269,,0,1
23,98011,43454,23931,43240,Medium,0.2441664711103855,0.4433583985471018,0.441174970156411,Medium Saver,1,0
22,66378,82904,5336,45760,High,0.0803880803880803,1.248968031576727,0.6893850372111242,Low Saver,2,0
26,34255,30592,47933,21042,Low,1.3992993723544007,0.8930667055904248,0.6142752882790834,,0,1
41,44484,37173,50536,43894,Low,1.1360489164643468,0.8356487725923928,0.9867368042442226,,0,2
32,86549,48204,74504,6869,Low,0.8608302811124334,0.5569561751146749,0.0793654461634449,High Saver,0,2
23,64503,50596,56148,40437,Low,0.8704711408771685,0.7843976249166705,0.6269010743686341,High Saver,0,2
24,103794,49324,21279,44306,Medium,0.2050118503959766,0.4752105131317802,0.4268647513343738,Medium Saver,1,0
44,136283,76202,73665,42833,Low,0.5405296331897596,0.5591453079254199,0.3142945194925265,High Saver,0,2
33,130732,45750,76386,20918,Low,0.5842945874001775,0.3499525747330416,0.1600067313282134,High Saver,0,2
41,75113,31566,79055,28379,Low,1.0524809287340406,0.4202468281123108,0.3778174217512281,,0,2
26,135730,22190,71670,42939,Low,0.5280335961099241,0.1634863331614234,0.3163560008841081,High Saver,0,1
58,104069,53333,59028,25274,Low,0.5672006072893946,0.5124772987152755,0.2428581037580836,High Saver,0,2
59,128117,16589,76128,17696,Low,0.5942068577940476,0.1294832067563243,0.1381237462631813,High Saver,0,1
51,35249,40235,23108,2962,Medium,0.6555646968708332,1.141450821299895,0.0840307526454651,High Saver,1,0
30,149979,15159,57495,13851,Low,0.3833536695137319,0.1010741503810533,0.0923529294101174,Medium Saver,0,1
55,49201,27145,61830,45747,Low,1.2566817747606756,0.5517164285278755,0.9297981748338447,,0,2
56,88576,46921,79640,5296,Low,0.8991148843930635,0.5297258851156069,0.0597904624277456,High Saver,0,2
43,148562,31237,57509,14745,Low,0.3871043739314225,0.210262382035783,0.0992514909600032,Medium Saver,0,1
45,39686,23244,71406,5730,Low,1.799274303280754,0.5856977271581918,0.1443834097666683,,0,1
38,142413,29743,44519,13921,Low,0.3126048885986532,0.2088503156312977,0.0977509075716402,Medium Saver,0,1
31,83363,61101,54649,32894,Low,0.6555546225543707,0.7329510694192868,0.3945875268404448,High Saver,0,2
51,127543,71378,39524,5602,Medium,0.3098876457351638,0.55963871008209,0.0439224418431431,Medium Saver,1,1
44,30661,86126,38885,17575,Medium,1.2682234760771012,2.8089755715730083,0.5732037441701184,,1,0
53,74843,71071,49369,19023,Low,0.6596341675240169,0.9496011651056212,0.2541720668599602,High Saver,0,2
38,125673,86121,35676,45349,Medium,0.2838795922751904,0.6852784607672292,0.360849187971959,Medium Saver,1,0
38,90963,89763,69093,15997,Low,0.7595725734639359,0.986807822960984,0.1758627134109473,High Saver,0,2
35,143092,27237,52764,17750,Low,0.3687417884997064,0.1903460710591787,0.1240460682637743,Medium Saver,0,1
30,72828,30649,55799,41979,Low,0.7661750974899764,0.4208408853737573,0.5764129181084199,High Saver,0,2
23,78604,52713,77307,22837,Low,0.983499567452038,0.6706147269859041,0.2905322884331586,High Saver,0,2
46,40526,88463,36923,14997,Medium,0.9110941124216552,2.182870256131866,0.3700587277303459,High Saver,1,0
30,98910,60409,52574,39439,Low,0.5315337175209787,0.610747143868163,0.3987362248508745,High Saver,0,2
43,55592,63766,48391,23067,Low,0.8704669736652756,1.147035544682688,0.4149338034249532,High Saver,0,2
25,58982,61154,58664,45039,Low,0.9946085246346344,1.0368247940049506,0.7636058458512767,High Saver,0,2
47,30207,22016,72384,20923,Low,2.396265766213129,0.7288376866289271,0.6926540205912537,,0,2
50,130969,63688,36027,8876,Medium,0.2750803625285373,0.4862830135375547,0.0677717627835594,Medium Saver,1,1
55,147181,69238,40464,2887,Low,0.2749267908221849,0.470427568775861,0.0196153036057643,Medium Saver,0,1
44,118733,73608,39485,42422,Medium,0.3325528707267566,0.6199455922110955,0.3572890434841198,Medium Saver,1,0
58,128936,46897,24456,36854,Medium,0.1896754979214494,0.3637230874232177,0.2858317304709313,Low Saver,1,0
32,98619,65961,79795,36948,Low,0.8091240024741683,0.668846773948225,0.3746539713442643,High Saver,0,2
27,59328,83703,40554,2841,Low,0.6835558252427184,1.4108515372168284,0.0478863268608414,High Saver,0,2
39,76479,59757,51922,28756,Low,0.6789053204147544,0.7813517436158945,0.3759986401495835,High Saver,0,2
42,138427,41917,18409,6040,Medium,0.132987061772631,0.3028094230171859,0.0436331062581721,Low Saver,1,1
57,50103,37736,74327,10304,Low,1.4834840229127997,0.7531684729457317,0.205656347923278,,0,2
59,69891,42990,41639,30341,Low,0.5957705570102017,0.6151006567369189,0.4341188421971355,High Saver,0,0
55,40754,77551,68627,4758,Low,1.6839328654855965,1.902905236295824,0.1167492761446729,,0,2
38,129983,73161,24692,17010,Medium,0.1899633028934553,0.5628505266073256,0.1308632667348807,Low Saver,1,0
58,111437,37440,59200,31658,Low,0.5312418676023224,0.3359745865376849,0.2840887676444987,High Saver,0,1
46,128540,50205,62415,49002,Low,0.4855686945697837,0.3905788081531041,0.3812198537420258,High Saver,0,2
59,102982,70103,23074,37782,Medium,0.2240585733429143,0.6807306131168553,0.3668796488706764,Medium Saver,1,0
33,132747,85812,20549,1375,Medium,0.1547982251952963,0.6464326877443558,0.0103580495227764,Low Saver,1,0
44,85922,56627,34963,33949,Medium,0.406915574590908,0.6590512325132096,0.3951141733199879,High Saver,1,0
43,78231,34008,57265,22092,Low,0.7319988239956028,0.4347125819687847,0.28239444721402,High Saver,0,1
42,59301,86274,21061,490,Medium,0.3551542132510413,1.454848990742146,0.0082629297988229,Medium Saver,1,0
48,121652,47402,63226,3729,Low,0.5197284056160195,0.3896524512543978,0.0306530102258902,High Saver,0,1
52,92711,68384,33810,5974,Medium,0.3646816451122305,0.7376039520660979,0.0644367982224331,Medium Saver,1,0
27,71323,20793,65006,19680,Low,0.9114310951586444,0.2915328856049241,0.2759278213199108,High Saver,0,1
48,48752,20571,27800,18324,Medium,0.5702330160813915,0.421951919921234,0.3758615031178208,High Saver,1,1
55,127912,31209,74460,31334,Low,0.5821189567827881,0.2439880542873225,0.2449652886359372,High Saver,0,1
33,112205,58148,62767,21398,Low,0.5593957488525467,0.5182300253999376,0.1907045140590882,High Saver,0,2
28,128452,17224,33054,34650,Medium,0.2573256936443185,0.1340889982250179,0.2697505683056706,Medium Saver,1,1
31,43395,63695,50397,21292,Low,1.1613549948150708,1.467795829012559,0.4906556054845028,,0,2
38,115957,47441,18233,35755,Medium,0.1572393214726148,0.4091257966315099,0.3083470596859181,Low Saver,1,0
47,86273,54129,30068,38353,Medium,0.3485215536726438,0.6274152979495323,0.4445539160571674,Medium Saver,1,0
42,121878,77368,70727,3159,Low,0.580309818014736,0.634798733159389,0.0259193619849357,High Saver,0,2
49,34895,59760,75453,32626,Low,2.1622868605817454,1.7125662702392892,0.9349763576443616,,0,2
23,149968,38478,30832,29351,Medium,0.2055905259788755,0.256574735943668,0.1957150858849888,Medium Saver,1,1
22,145700,86854,18682,37298,Medium,0.1282223747426218,0.5961153054221002,0.2559917638984214,Low Saver,1,0
57,106559,27180,28383,17065,Medium,0.2663594816017418,0.2550699612421288,0.1601460223913512,Medium Saver,1,1
47,40699,30372,63160,21638,Low,1.5518808815941425,0.7462591218457456,0.5316592545271382,,0,2
50,95061,44796,28666,1073,Medium,0.3015537391780015,0.4712342601066683,0.0112874890859553,Medium Saver,1,1
42,39715,73272,63817,46511,Low,1.606873977086743,1.8449452347979356,1.17111922447438,,0,2
32,49169,69040,39642,18771,Medium,0.80623970387846,1.404136752832069,0.3817649331896113,High Saver,1,0
32,148413,86368,46830,35461,Low,0.315538396232136,0.5819436302749759,0.2389345946783637,Medium Saver,0,2
57,46163,31211,15234,42330,Medium,0.3300045490977623,0.676104239325867,0.9169681346532936,Medium Saver,1,0
56,149264,20842,62616,29320,Low,0.4194983385143102,0.1396317933326187,0.1964304855825919,High Saver,0,1
55,35782,78115,14221,4340,High,0.397434464255771,2.183080878654072,0.1212900340953552,Medium Saver,2,0
45,118177,81852,16410,34924,Medium,0.1388595073491457,0.6926220838234174,0.2955228174687122,Low Saver,1,0
43,114328,60968,66413,16184,Low,0.5808988174375481,0.5332726891050311,0.1415576236792387,High Saver,0,2
26,145028,32508,6051,40734,High,0.0417229776319055,0.2241498193452299,0.2808699009846374,Low Saver,2,1
54,65585,37005,61563,2580,Low,0.9386750019059236,0.5642296256766028,0.039338263322406,High Saver,0,1
57,60682,69575,49757,40025,Low,0.8199630862529251,1.1465508717576876,0.6595860386935171,High Saver,0,2
41,77864,33971,56257,28967,Low,0.7225033391554505,0.4362863454227884,0.3720204459056817,High Saver,0,1
40,114416,40599,5307,2159,High,0.0463833729548314,0.3548367361208223,0.0188697384981121,Low Saver,2,1
56,85114,81914,61889,48940,Low,0.7271306718048735,0.9624033648988416,0.574993538078342,High Saver,0,2
38,68067,82055,73895,13900,Low,1.0856215199729675,1.2055034010607195,0.2042105572450673,,0,2
55,72685,20355,40944,11440,Low,0.5633074224392929,0.2800440255898741,0.1573914837999587,High Saver,0,1
30,48073,69120,43134,14678,Low,0.8972604164499823,1.4378133255673664,0.3053273147088802,High Saver,0,2
47,66035,89619,32323,47204,Medium,0.4894828500037859,1.3571439388203226,0.7148330430832135,High Saver,1,0
23,94977,53342,76762,12021,Low,0.8082167261547533,0.561630710593091,0.126567484759468,High Saver,0,2
30,132710,17257,30954,6772,Medium,0.2332454223494838,0.1300354155677793,0.0510285585110391,Medium Saver,1,1
30,120373,42364,60021,1627,Low,0.4986251069592018,0.3519393884010534,0.0135163201050069,High Saver,0,1
38,113362,39972,75427,44432,Low,0.66536405497433,0.3526049293414018,0.3919479190557682,High Saver,0,2
22,120517,41654,9992,8219,High,0.0829094650547225,0.3456275878091887,0.0681978476065617,Low Saver,2,1
46,95450,44320,6961,23464,High,0.0729282346778418,0.4643268727082242,0.2458250392875851,Low Saver,2,0
46,40382,35808,17497,30232,Medium,0.433287108117478,0.8867317121489773,0.7486503887870833,High Saver,1,0
56,34437,67389,37551,42481,Medium,1.0904259952957576,1.9568777768098269,1.233585968580306,,1,0
24,100971,49773,60755,8488,Low,0.601707420942647,0.4929435184359865,0.0840637410741698,High Saver,0,1
58,94612,66168,18255,34949,Medium,0.1929459265209487,0.6993616031793007,0.3693928888513085,Low Saver,1,0
51,120355,42747,9567,44362,High,0.0794898425491255,0.3551742760998712,0.3685929126334593,Low Saver,2,0
59,91929,72505,53847,39932,Low,0.5857455209999021,0.7887065017567906,0.4343787053051812,High Saver,0,2
55,132411,33135,53003,18981,Low,0.4002915165658442,0.25024355982509,0.1433491175204476,High Saver,0,1
33,127518,62377,25389,901,Medium,0.19910130334541,0.4891623143399363,0.0070656691604322,Low Saver,1,1
40,128864,38554,49523,22444,Low,0.3843043829153216,0.2991836354606407,0.1741681152222498,Medium Saver,0,1
58,42329,77491,66576,42058,Low,1.5728224148928631,1.8306834557868128,0.9935977698504572,,0,2
38,55169,70621,48919,18061,Low,0.8867117402889304,1.2800848302488717,0.3273758813826605,High Saver,0,2
31,117468,73283,8358,2881,High,0.0711512922668301,0.6238550073211427,0.0245258283106888,Low Saver,2,0
33,64594,31923,10698,29863,High,0.1656190977490169,0.4942099885438276,0.4623184815927176,Low Saver,2,0
37,106957,62591,71809,45826,Low,0.6713819572351506,0.5851977897659807,0.4284525556999541,High Saver,0,2
45,90631,77261,60805,5622,Low,0.6709073054473634,0.8524787324425417,0.0620317551389701,High Saver,0,2
40,75033,69336,36349,1378,Medium,0.4844401796542854,0.9240734077006116,0.0183652526221795,High Saver,1,0
29,93133,89083,55248,17632,Low,0.5932161532432113,0.9565138028410982,0.1893206489643842,High Saver,0,2
52,103165,75948,49041,28311,Low,0.4753647070227306,0.7361799059758639,0.2744244656618039,High Saver,0,2
42,103861,48002,36954,5650,Medium,0.355802466758456,0.4621754075158144,0.0543996302750791,Medium Saver,1,1
38,82290,88016,13002,45201,High,0.1580021873860736,1.0695831814315226,0.5492890995260663,Low Saver,2,0
44,124031,41672,74783,42224,Low,0.6029379751836235,0.3359805209987825,0.3404310212769388,High Saver,0,2
58,61750,19213,24738,7036,Medium,0.4006153846153846,0.3111417004048583,0.1139433198380566,High Saver,1,1
37,125155,25293,15703,39255,Medium,0.1254684191602413,0.2020934041788182,0.3136510726698893,Low Saver,1,1
27,70461,70860,54422,22499,Low,0.7723705312158499,1.0056627070294206,0.3193113921176253,High Saver,0,2
29,103800,77507,66899,37016,Low,0.6444990366088632,0.7466955684007707,0.3566088631984586,High Saver,0,2
46,108222,72134,17392,4603,Medium,0.1607066954962946,0.6665373029513407,0.0425329415460812,Low Saver,1,0
39,142020,17100,49724,27773,Low,0.3501197014504999,0.1204055766793409,0.1955569638079143,Medium Saver,0,1
46,54226,76997,37299,19937,Medium,0.6878434699221776,1.4199277099546344,0.3676649577693357,High Saver,1,0
33,36721,43172,20641,12632,Medium,0.5621034285558673,1.1756760436807276,0.3439993464230277,High Saver,1,0
36,86154,35132,11305,30607,High,0.131218515681222,0.4077814146760452,0.355259187037166,Low Saver,2,0
47,50609,33199,23782,26337,Medium,0.4699164180284139,0.6559900412970026,0.5204015096129146,High Saver,1,0
47,82130,51609,25566,220,Medium,0.3112869840496773,0.6283818336783149,0.0026786801412394,Medium Saver,1,1
53,102909,57965,72766,46994,Low,0.7070907306455217,0.5632646318592154,0.4566558804380569,High Saver,0,2
31,134211,23016,11511,4818,High,0.0857679325837673,0.1714911594429666,0.0358986968281288,Low Saver,2,1
37,85249,54779,31177,7349,Medium,0.3657168999049842,0.6425764525097069,0.0862062898098511,Medium Saver,1,1
28,78895,46881,9765,5618,High,0.1237721021611002,0.5942201660434755,0.071208568350339,Low Saver,2,0
38,124473,39472,25354,27464,Medium,0.2036907602451937,0.3171129481895672,0.2206422276316952,Medium Saver,1,1
44,35656,66813,28929,42624,Medium,0.8113361005160422,1.8738220776306933,1.1954229302221224,High Saver,1,0
47,104520,51021,33820,37344,Medium,0.323574435514734,0.4881458094144661,0.3572904707233065,Medium Saver,1,0
42,93740,69131,34523,18255,Medium,0.3682846170258161,0.7374759974397269,0.1947407723490505,Medium Saver,1,0
43,94309,39087,76088,24299,Low,0.8067946855549312,0.4144567326554199,0.2576530341748931,High Saver,0,2
28,59984,27828,71163,47975,Low,1.1863663643638305,0.4639237129901307,0.7997966124299813,,0,2
